Processing Method,Classifier,Dataset,Overall accuracy,Sensitivity,Specificity,Average accuracy per fold,Patients correct ratio,Channels,Hyperparameters,Notes,Details
HFD,Linear SVM,PP/PNP-all_limbs,0.5162898936170213,0.5060012634238787,0.527719298245614,0.5177158195185627,0.5263157894736842,['P2'],0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.6040558510638298,0.5205306380290587,0.6968421052631579,0.6035837735800247,0.631578947368421,['P3'],0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.47041223404255317,0.605811749842072,0.32,0.4705546241029383,0.49122807017543857,['P4'],0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.5352393617021277,0.47820593809222994,0.5985964912280701,0.5374774963070551,0.6140350877192983,['P5'],0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.5398936170212766,0.7289955780164246,0.3298245614035088,0.5383259275237767,0.5964912280701754,['P6'],0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.47074468085106386,0.5445356917245736,0.3887719298245614,0.4692913366066495,0.5263157894736842,['P7'],0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.5212765957446809,0.6184459886291851,0.41333333333333333,0.5243417413809273,0.5789473684210527,['P8'],0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.4192154255319149,0.4706253948199621,0.36210526315789476,0.42492662112763463,0.38596491228070173,['AFz'],0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.5970744680851063,0.560328490208465,0.6378947368421053,0.5961641809092977,0.631578947368421,['AF3'],0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.5019946808510638,0.4491471888818699,0.5607017543859649,0.505318062062306,0.49122807017543857,['AF4'],0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.4611037234042553,0.3310170562223626,0.6056140350877193,0.463396607948144,0.45614035087719296,['AF7'],0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.41256648936170215,0.41061276058117496,0.4147368421052632,0.4199406629475202,0.3508771929824561,['AF8'],0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.5794547872340425,0.5312697409981049,0.6329824561403509,0.582742622895799,0.5789473684210527,['Fp1'],0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.5116356382978723,0.5799115603284902,0.4357894736842105,0.5166946638817774,0.543859649122807,['FP2'],0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.4677526595744681,0.7005685407454201,0.20912280701754385,0.47638302002792765,0.49122807017543857,['POz'],0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.3517287234042553,0.5862286797220467,0.0912280701754386,0.3640470261572676,0.2982456140350877,['PO3'],0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
