Processing Method,Classifier,Dataset,Overall accuracy,Sensitivity,Specificity,Average accuracy per fold,Patients correct ratio,Channels,Hyperparameters,Notes,Details
PCA + Bandpower,Linear SVM,PP/PNP-RH,0.553,0.5984848484848485,0.5021186440677966,0.5375344665918944,0.47368421052631576,"['CP3', 'C4', 'F2']",0.5,"{""pca_components"": 3}",
PCA + Bandpower,Linear SVM,PP/PNP-RH,0.575,0.5549242424242424,0.597457627118644,0.5597360004911043,0.5263157894736842,"['CP3', 'C4', 'F3']",0.5,"{""pca_components"": 3}",
PCA + Bandpower,Linear SVM,PP/PNP-RH,0.439,0.48484848484848486,0.3877118644067797,0.42333494607411465,0.42105263157894735,"['CP3', 'C4', 'F4']",0.5,"{""pca_components"": 3}",
PCA + Bandpower,Linear SVM,PP/PNP-RH,0.546,0.5984848484848485,0.4872881355932203,0.5282761742350935,0.47368421052631576,"['CP3', 'C4', 'F7']",0.5,"{""pca_components"": 3}",
PCA + Bandpower,Linear SVM,PP/PNP-RH,0.459,0.5056818181818182,0.4067796610169492,0.43884200516483124,0.47368421052631576,"['CP3', 'C4', 'F8']",0.5,"{""pca_components"": 3}",
PCA + Bandpower,Linear SVM,PP/PNP-RH,0.613,0.6306818181818182,0.5932203389830508,0.5933589742470202,0.5789473684210527,"['CP3', 'C4', 'Pz']",0.5,"{""pca_components"": 3}",
PCA + Bandpower,Linear SVM,PP/PNP-RH,0.474,0.4981060606060606,0.4470338983050847,0.45532866295919755,0.47368421052631576,"['CP3', 'C4', 'P1']",0.5,"{""pca_components"": 3}",
PCA + Bandpower,Linear SVM,PP/PNP-RH,0.563,0.6287878787878788,0.4894067796610169,0.5447206012038021,0.5789473684210527,"['CP3', 'C4', 'P2']",0.5,"{""pca_components"": 3}",
PCA + Bandpower,Linear SVM,PP/PNP-RH,0.435,0.4943181818181818,0.3686440677966102,0.4181812919290319,0.42105263157894735,"['CP3', 'C4', 'P3']",0.5,"{""pca_components"": 3}",
PCA + Bandpower,Linear SVM,PP/PNP-RH,0.514,0.5776515151515151,0.4427966101694915,0.49359997769659525,0.5263157894736842,"['CP3', 'C4', 'P4']",0.5,"{""pca_components"": 3}",
PCA + Bandpower,Linear SVM,PP/PNP-RH,0.387,0.42803030303030304,0.3411016949152542,0.3710318758994732,0.42105263157894735,"['CP3', 'C4', 'P5']",0.5,"{""pca_components"": 3}",
PCA + Bandpower,Linear SVM,PP/PNP-RH,0.48,0.5132575757575758,0.4427966101694915,0.46044682380087226,0.47368421052631576,"['CP3', 'C4', 'P6']",0.5,"{""pca_components"": 3}",
PCA + Bandpower,Linear SVM,PP/PNP-RH,0.391,0.3996212121212121,0.3813559322033898,0.37546345609989557,0.42105263157894735,"['CP3', 'C4', 'P7']",0.5,"{""pca_components"": 3}",
PCA + Bandpower,Linear SVM,PP/PNP-RH,0.491,0.5151515151515151,0.4639830508474576,0.4743625587905322,0.47368421052631576,"['CP3', 'C4', 'P8']",0.5,"{""pca_components"": 3}",
PCA + Bandpower,Linear SVM,PP/PNP-RH,0.587,0.6136363636363636,0.5572033898305084,0.5700002884673318,0.5789473684210527,"['CP3', 'C4', 'Fp1']",0.5,"{""pca_components"": 3}",
